"","Identifier.1","Identifier.2","Compounds.Result.Name","Is.Ref._","Ref..Name","Sample.Dilution","Start","End","Rt","Width","Area.All","Ampl..44","Ampl..45","d.13C.12C","R.13C.12C","Date","Time","AT..13C.12C","FileHeader..Filename"
"1358","01.5.3","3 ul","19:0cy",0,"CSU CO2",0,1824.4,1854.9,1844.2,30.5,35.779,3447,4065,-20.159,0.0109548,"04/10/17","16:59:36",1.083611,"01_5_3_Acquisition_3 ul-0001.dxf"
"1359","01.5.3","3 ul","19:0",0,"CSU CO2",0,1854.9,1892.7,1863,37.8,16.412,1562,1837,-30.499,0.0108392,"04/10/17","16:59:36",1.072298,"01_5_3_Acquisition_3 ul-0001.dxf"
"1360","01.5.3","3 ul","20:4n6",0,"CSU CO2",0,1955.4,1980.1,1970.7,24.7,1.217,81,101,3.182,0.0112158,"04/10/17","16:59:36",1.109138,"01_5_3_Acquisition_3 ul-0001.dxf"
"1361","01.5.3","3 ul","20:5n3",0,"CSU CO2",0,1988,2006.6,1997,18.6,1.141,113,134,-23.857,0.0109135,"04/10/17","16:59:36",1.079566,"01_5_3_Acquisition_3 ul-0001.dxf"
"1393","17.01.1","3 ul","12:0",0,"CSU CO2",0,679.3,706.6,684.1,27.4,16.314,3055,3605,-44.238,0.0106856,"04/10/17","20:44:20",1.057263,"17_01_1_Acquisition_3 ul-0001.dxf"
"1404","17.01.1","3 ul","14:0",0,"CSU CO2",0,878.6,888.5,882.6,9.8,1.747,282,343,-3.721,0.0111386,"04/10/17","20:44:20",1.101589,"17_01_1_Acquisition_3 ul-0001.dxf"
"1410","17.01.1","3 ul","a15:0",0,"CSU CO2",0,956.8,976.4,967.5,19.6,35.591,4767,5734,-11.742,0.0110489,"04/10/17","20:44:20",1.092818,"17_01_1_Acquisition_3 ul-0001.dxf"
"1414","17.01.1","3 ul","15:0",0,"CSU CO2",0,1018.5,1037.9,1022.8,19.4,4.053,411,495,-14.224,0.0110212,"04/10/17","20:44:20",1.090103,"17_01_1_Acquisition_3 ul-0001.dxf"
"1421","17.01.1","3 ul","16:1n9/i16:0",0,"CSU CO2",0,1159.3,1175.6,1164.5,16.3,4.251,517,685,83.389,0.0121125,"04/10/17","20:44:20",1.196755,"17_01_1_Acquisition_3 ul-0001.dxf"
"1423","17.01.1","3 ul","16:0",0,"CSU CO2",0,1187.7,1218.9,1197.2,31.1,44.191,5168,6166,-10.5,0.0110628,"04/10/17","20:44:20",1.094177,"17_01_1_Acquisition_3 ul-0001.dxf"
"1427","17.01.1","3 ul","i17:0",0,"CSU CO2",0,1283.1,1298.7,1287.6,15.7,8.043,886,1048,-27.63,0.0108713,"04/10/17","20:44:20",1.075438,"17_01_1_Acquisition_3 ul-0001.dxf"
"1429","17.01.1","3 ul","17:0cy",0,"CSU CO2",0,1308.8,1328,1314.6,19.2,12.676,1628,1940,-20.436,0.0109517,"04/10/17","20:44:20",1.083308,"17_01_1_Acquisition_3 ul-0001.dxf"
"1433","17.01.1","3 ul","17:0",0,"CSU CO2",0,1384.4,1407,1393.6,22.6,9.356,1134,1339,-29.893,0.010846,"04/10/17","20:44:20",1.072961,"17_01_1_Acquisition_3 ul-0001.dxf"
"1440","17.01.1","3 ul","18:0",0,"CSU CO2",0,1575.9,1591.7,1581.5,15.9,9.852,1169,1406,-10.716,0.0110604,"04/10/17","20:44:20",1.09394,"17_01_1_Acquisition_3 ul-0001.dxf"
"1451","17.01.1","3 ul","19:0cy",0,"CSU CO2",0,1826,1857.8,1847.8,31.8,52.633,4670,5430,-35.242,0.0107862,"04/10/17","20:44:20",1.067109,"17_01_1_Acquisition_3 ul-0001.dxf"
"1452","17.01.1","3 ul","19:0",0,"CSU CO2",0,1857.8,1895,1864.9,37.2,18.002,1685,1979,-34.019,0.0107999,"04/10/17","20:44:20",1.068447,"17_01_1_Acquisition_3 ul-0001.dxf"
"1456","17.01.1","3 ul","20:4n6",0,"CSU CO2",0,1967.5,1981.1,1972.3,13.6,0.82,87,102,-33.525,0.0108054,"04/10/17","20:44:20",1.068988,"17_01_1_Acquisition_3 ul-0001.dxf"
"1457","17.01.1","3 ul","20:5n3",0,"CSU CO2",0,1989.7,2007.9,1998.5,18.2,1.204,121,143,-32.853,0.0108129,"04/10/17","20:44:20",1.069723,"17_01_1_Acquisition_3 ul-0001.dxf"
"1490","17.06.2","3 ul","12:0",0,"CSU CO2",0,678.6,697.9,683.4,19.2,17.298,3297,3892,-30.7,0.010837,"3/29/17","14:11:18",1.072079,"17_06_2_Acquisition_3 ul-0001.dxf"
"1505","17.06.2","3 ul","14:0",0,"CSU CO2",0,887.4,894.5,889.9,7.1,1.459,267,317,-24.541,0.0109058,"3/29/17","14:11:18",1.078818,"17_06_2_Acquisition_3 ul-0001.dxf"
"1512","17.06.2","3 ul","a15:0",0,"CSU CO2",0,954.7,975.6,966.8,20.9,61.452,7350,8805,-15.378,0.0110083,"3/29/17","14:11:18",1.088841,"17_06_2_Acquisition_3 ul-0001.dxf"
"1516","17.06.2","3 ul","15:0",0,"CSU CO2",0,1016.6,1037.1,1021.6,20.5,6.829,741,885,-22.47,0.010929,"3/29/17","14:11:18",1.081083,"17_06_2_Acquisition_3 ul-0001.dxf"
"1526","17.06.2","3 ul","16:1n9/i16:0",0,"CSU CO2",0,1157.2,1173.5,1163.1,16.3,7.19,923,1167,39.093,0.0116173,"3/29/17","14:11:18",1.148386,"17_06_2_Acquisition_3 ul-0001.dxf"
"1528","17.06.2","3 ul","16:0",0,"CSU CO2",0,1185.7,1217.8,1195.7,32.2,59.52,6596,7917,-5.43,0.0111195,"3/29/17","14:11:18",1.099721,"17_06_2_Acquisition_3 ul-0001.dxf"
"1533","17.06.2","3 ul","i17:0",0,"CSU CO2",0,1295,1307.3,1302.9,12.3,10.416,1399,1647,-29.632,0.0108489,"3/29/17","14:11:18",1.073247,"17_06_2_Acquisition_3 ul-0001.dxf"
"1534","17.06.2","3 ul","17:0cy",0,"CSU CO2",0,1307.3,1325.7,1312.9,18.4,16.959,2068,2465,-18.722,0.0109709,"3/29/17","14:11:18",1.085183,"17_06_2_Acquisition_3 ul-0001.dxf"
"1538","17.06.2","3 ul","17:0",0,"CSU CO2",0,1382.1,1423.1,1391.3,41,12.901,1406,1661,-28.651,0.0108599,"3/29/17","14:11:18",1.07432,"17_06_2_Acquisition_3 ul-0001.dxf"
"1547","17.06.2","3 ul","18:2n9,12 and cis-18:1n9 and 183n3",0,"CSU CO2",0,1550.2,1573.8,1566.9,23.6,20.228,1941,2322,-12.166,0.0110442,"3/29/17","14:11:18",1.092354,"17_06_2_Acquisition_3 ul-0001.dxf"
"1548","17.06.2","3 ul","18:0",0,"CSU CO2",0,1573.8,1590.1,1579.8,16.3,16.503,1882,2259,-10.993,0.0110573,"3/29/17","14:11:18",1.093637,"17_06_2_Acquisition_3 ul-0001.dxf"
"1561","17.06.2","3 ul","19:0cy",0,"CSU CO2",0,1822.7,1854.5,1844.6,31.8,65.168,5365,6260,-32.754,0.010814,"3/29/17","14:11:18",1.069831,"17_06_2_Acquisition_3 ul-0001.dxf"
"1562","17.06.2","3 ul","19:0",0,"CSU CO2",0,1854.5,1879.7,1861.6,25.3,18.85,1832,2151,-32.744,0.0108141,"3/29/17","14:11:18",1.069842,"17_06_2_Acquisition_3 ul-0001.dxf"
"1568","17.06.2","3 ul","20:4n6",0,"CSU CO2",0,1953.7,1978.2,1969.2,24.5,1.882,129,154,-23.432,0.0109182,"3/29/17","14:11:18",1.080031,"17_06_2_Acquisition_3 ul-0001.dxf"
"1569","17.06.2","3 ul","20:5n3",0,"CSU CO2",0,1985.1,2023.1,1995.3,38,2.874,220,259,-30.516,0.010839,"3/29/17","14:11:18",1.07228,"17_06_2_Acquisition_3 ul-0001.dxf"
"1612","20.04.1","3 ul","12:0",0,"CSU CO2",0,678.4,704.7,683.2,26.3,19.005,3520,4155,-30.964,0.010834,"3/29/17","15:25:06",1.071789,"2004_1_Acquisition_3 ul-0001.dxf"
"1625","20.04.1","3 ul","14:0",0,"CSU CO2",0,877.6,887.2,881.1,9.6,1.525,238,309,58.673,0.0118362,"3/29/17","15:25:06",1.169772,"2004_1_Acquisition_3 ul-0001.dxf"
"1629","20.04.1","3 ul","a15:0",0,"CSU CO2",0,943.2,973.9,965,30.7,22.802,3308,4180,36.138,0.0115842,"3/29/17","15:25:06",1.145158,"2004_1_Acquisition_3 ul-0001.dxf"
"1633","20.04.1","3 ul","15:0",0,"CSU CO2",0,1016.6,1034.8,1020.5,18.2,2.734,278,346,12.051,0.0113149,"3/29/17","15:25:06",1.118834,"2004_1_Acquisition_3 ul-0001.dxf"
"1640","20.04.1","3 ul","16:1n9/i16:0",0,"CSU CO2",0,1156,1171.9,1161.4,15.9,3.286,421,729,410.839,0.0157735,"3/29/17","15:25:06",1.552852,"2004_1_Acquisition_3 ul-0001.dxf"
"1642","20.04.1","3 ul","16:0",0,"CSU CO2",0,1185,1215.1,1192.6,30.1,27.871,3673,4684,66.791,0.0119269,"3/29/17","15:25:06",1.178637,"2004_1_Acquisition_3 ul-0001.dxf"
"1648","20.04.1","3 ul","i17:0",0,"CSU CO2",0,1288.7,1304.8,1298.1,16.1,7.357,644,761,-26,0.0108895,"3/29/17","15:25:06",1.077221,"2004_1_Acquisition_3 ul-0001.dxf"
"1649","20.04.1","3 ul","17:0cy",0,"CSU CO2",0,1304.8,1324.4,1310.2,19.6,8.266,1086,1332,6.989,0.0112583,"3/29/17","15:25:06",1.1133,"2004_1_Acquisition_3 ul-0001.dxf"
"1653","20.04.1","3 ul","17:0",0,"CSU CO2",0,1381.7,1403.4,1391.3,21.7,6.073,734,875,-23.342,0.0109192,"3/29/17","15:25:06",1.080129,"2004_1_Acquisition_3 ul-0001.dxf"
"1659","20.04.1","3 ul","18:2n9,12 and cis-18:1n9 and 183n3",0,"CSU CO2",0,1542.8,1571.7,1563.9,28.8,8.645,1023,1263,19.43,0.0113974,"3/29/17","15:25:06",1.126899,"2004_1_Acquisition_3 ul-0001.dxf"
"1660","20.04.1","3 ul","18:0",0,"CSU CO2",0,1571.7,1587.4,1576.9,15.7,5.914,755,971,64.396,0.0119002,"3/29/17","15:25:06",1.176021,"2004_1_Acquisition_3 ul-0001.dxf"
"1668","20.04.1","3 ul","19:0cy",0,"CSU CO2",0,1820.6,1851.9,1840.5,31.3,31.961,3346,3917,-31.643,0.0108264,"3/29/17","15:25:06",1.071046,"2004_1_Acquisition_3 ul-0001.dxf"
"1669","20.04.1","3 ul","19:0",0,"CSU CO2",0,1851.9,1901.1,1860.5,49.1,18.236,1763,2070,-33.186,0.0108092,"3/29/17","15:25:06",1.069358,"2004_1_Acquisition_3 ul-0001.dxf"
"1671","20.04.1","3 ul","20:4n6",0,"CSU CO2",0,1964,1978,1968.6,14,0.362,34,43,23.366,0.0114414,"3/29/17","15:25:06",1.131201,"2004_1_Acquisition_3 ul-0001.dxf"
"1672","20.04.1","3 ul","20:5n3",0,"CSU CO2",0,1986.8,2002.2,1993.4,15.5,0.312,32,38,-3.613,0.0111398,"3/29/17","15:25:06",1.101708,"2004_1_Acquisition_3 ul-0001.dxf"
"1705","37.4.3","3 ul","12:0",0,"CSU CO2",0,678.6,704.7,683.2,26.1,17.125,3275,3863,-30.68,0.0108372,"3/29/17","16:36:51",1.072101,"37_4_3_Acquisition_3 ul-0001.dxf"
"1721","37.4.3","3 ul","14:0",0,"CSU CO2",0,877.2,893.3,881.4,16.1,2.673,373,450,-11.962,0.0110465,"3/29/17","16:36:51",1.092577,"37_4_3_Acquisition_3 ul-0001.dxf"
"1726","37.4.3","3 ul","a15:0",0,"CSU CO2",0,956.2,974.8,966.2,18.6,32.85,5214,6220,-14.116,0.0110224,"3/29/17","16:36:51",1.090221,"37_4_3_Acquisition_3 ul-0001.dxf"
"1730","37.4.3","3 ul","15:0",0,"CSU CO2",0,1015.9,1035.8,1020.8,19.9,3.645,429,513,-18.464,0.0109738,"3/29/17","16:36:51",1.085465,"37_4_3_Acquisition_3 ul-0001.dxf"
"1735","37.4.3","3 ul","16:1n9/i16:0",0,"CSU CO2",0,1156.8,1173.5,1162,16.7,5.246,680,862,38.604,0.0116118,"3/29/17","16:36:51",1.147852,"37_4_3_Acquisition_3 ul-0001.dxf"
"1737","37.4.3","3 ul","16:0",0,"CSU CO2",0,1185.9,1218.7,1195.3,32.8,49.102,5909,7025,-12.058,0.0110454,"3/29/17","16:36:51",1.092472,"37_4_3_Acquisition_3 ul-0001.dxf"
"1739","37.4.3","3 ul","i17:0",0,"CSU CO2",0,1280.8,1304.8,1285.1,24,8.638,949,1121,-30.583,0.0108383,"3/29/17","16:36:51",1.072206,"37_4_3_Acquisition_3 ul-0001.dxf"
"1740","37.4.3","3 ul","17:0cy",0,"CSU CO2",0,1304.8,1325.3,1311.9,20.5,11.78,1679,1994,-24.243,0.0109092,"3/29/17","16:36:51",1.079143,"37_4_3_Acquisition_3 ul-0001.dxf"
"1744","37.4.3","3 ul","17:0",0,"CSU CO2",0,1381.7,1416.6,1390.5,34.9,10.18,1281,1508,-30.773,0.0108362,"3/29/17","16:36:51",1.071999,"37_4_3_Acquisition_3 ul-0001.dxf"
"1749","37.4.3","3 ul","18:0",0,"CSU CO2",0,1573.8,1589.2,1579.4,15.5,11.758,1478,1794,0.135,0.0111817,"3/29/17","16:36:51",1.105806,"37_4_3_Acquisition_3 ul-0001.dxf"
"1757","37.4.3","3 ul","19:0cy",0,"CSU CO2",0,1821.4,1855.5,1845.5,34.1,56.947,5200,6052,-31.68,0.010826,"3/29/17","16:36:51",1.071006,"37_4_3_Acquisition_3 ul-0001.dxf"
"1758","37.4.3","3 ul","19:0",0,"CSU CO2",0,1855.5,1901.7,1862.6,46.2,17.827,1739,2039,-33.986,0.0108002,"3/29/17","16:36:51",1.068483,"37_4_3_Acquisition_3 ul-0001.dxf"
"1761","37.4.3","3 ul","20:4n6",0,"CSU CO2",0,1965.4,1988.2,1970.2,22.8,0.993,75,87,-38.27,0.0107523,"3/29/17","16:36:51",1.063795,"37_4_3_Acquisition_3 ul-0001.dxf"
"1792","34.06.1","3 ul","12:0",0,"CSU CO2",0,679,705.4,684.1,26.3,18.828,3334,3929,-30.774,0.0108361,"3/30/17","11:15:39",1.071998,"34_06_1_Acquisition_3 ul-0001.dxf"
"1804","34.06.1","3 ul","14:0",0,"CSU CO2",0,878,895.1,882.4,17.1,5.522,797,970,-0.903,0.0111701,"3/30/17","11:15:39",1.104671,"34_06_1_Acquisition_3 ul-0001.dxf"
"1809","34.06.1","3 ul","a15:0",0,"CSU CO2",0,955.5,977.1,969.3,21.5,73.043,9592,11523,-6.397,0.0111087,"3/30/17","11:15:39",1.098664,"34_06_1_Acquisition_3 ul-0001.dxf"
"1813","34.06.1","3 ul","15:0",0,"CSU CO2",0,1017.6,1041.4,1022.4,23.8,7.765,846,1013,-15.387,0.0110082,"3/30/17","11:15:39",1.088831,"34_06_1_Acquisition_3 ul-0001.dxf"
"1818","34.06.1","3 ul","16:1n9/i16:0",0,"CSU CO2",0,1158.3,1175,1164.8,16.7,11.895,1451,1909,81.683,0.0120934,"3/30/17","11:15:39",1.194893,"34_06_1_Acquisition_3 ul-0001.dxf"
"1820","34.06.1","3 ul","16:0",0,"CSU CO2",0,1187.7,1218.7,1199.7,30.9,94.143,9372,11253,0.488,0.0111857,"3/30/17","11:15:39",1.106192,"34_06_1_Acquisition_3 ul-0001.dxf"
"1823","34.06.1","3 ul","i17:0",0,"CSU CO2",0,1284.1,1299.6,1288.1,15.5,14.554,1317,1556,-27.702,0.0108705,"3/30/17","11:15:39",1.075359,"34_06_1_Acquisition_3 ul-0001.dxf"
"1825","34.06.1","3 ul","17:0cy",0,"CSU CO2",0,1307.1,1327.4,1315.2,20.3,24.718,3055,3626,-19.205,0.0109655,"3/30/17","11:15:39",1.084655,"34_06_1_Acquisition_3 ul-0001.dxf"
"1829","34.06.1","3 ul","17:0",0,"CSU CO2",0,1383.6,1419.7,1394.9,36.2,17.266,1783,2100,-28.567,0.0108608,"3/30/17","11:15:39",1.074413,"34_06_1_Acquisition_3 ul-0001.dxf"
"1835","34.06.1","3 ul","18:0",0,"CSU CO2",0,1576.7,1594,1584.2,17.3,32.64,3553,4255,-6.398,0.0111087,"3/30/17","11:15:39",1.098662,"34_06_1_Acquisition_3 ul-0001.dxf"
"1845","34.06.1","3 ul","19:0",0,"CSU CO2",0,1821.9,1862.8,1854.2,41,152.39,9646,11209,-32.437,0.0108175,"3/30/17","11:15:39",1.070178,"34_06_1_Acquisition_3 ul-0001.dxf"
