"ID","SampleName","InjectionVol_ul","FAME_compound","Sample_Dilution","Peak_Area","d13","Atom_per_13C","FAME_per_C","Dry_Soil_Mass_g","nmol_FAME_per_g_soil"
594,"20.04.2",3,"18:2n9,12 and cis-18:1n9 and 183n3",0,9.773,-9.201,1.095596,0.775,5.901,2561.98
595,"20.04.2",3,"18:0",0,7.875,-15.119,1.089124,0.7645,5.901,2064.51
596,"20.04.2",3,"19:0cy",0,48.387,-33.89,1.068588,0.7736,5.901,12051.04
597,"20.04.2",3,"19:0",0,17.124,-33.892,1.068586,0.8216,5.901,4264.85
598,"20.04.2",3,"20:4n6",0,0.403,-37.559,1.064574,0.7919,5.901,95.6
599,"22.07.2",2,"12:0",0,22.621,-29.427,1.073472,0.7285,6.025,6138.34
600,"22.07.2",2,"14:0",0,2.768,31.131,1.139687,0.7432,6.025,651.04
601,"22.07.2",2,"a15:0",0,53.636,4.123,1.110166,0.7494,6.025,11826.68
602,"22.07.2",2,"15:0",0,5.876,14.779,1.121816,0.7494,6.025,1295.65
603,"22.07.2",2,"16:1n9/i16:0",0,5.916,123.196,1.240182,0.7606,6.025,1227.75
604,"22.07.2",2,"16:0",0,53.288,175.896,1.297615,0.755,6.025,11057.93
605,"22.07.2",2,"i17:0",0,9.952,-25.107,1.078198,0.76,6.025,1950.41
606,"22.07.2",2,"17:0cy",0,15.598,5.864,1.11207,0.7654,6.025,3057.03
607,"22.07.2",2,"17:0",0,12.335,-7.753,1.09718,0.76,6.025,2417.45
608,"22.07.2",2,"trans-18:1n9",0,17.245,109.62,1.225376,0.7697,6.025,3201.94
609,"22.07.2",2,"18:0",0,10.482,222.556,1.348412,0.7645,6.025,1946.24
610,"22.07.2",2,"19:0cy",0,55.328,-4.415,1.100831,0.7736,6.025,9759.45
611,"22.07.2",2,"19:0",0,22.764,-26.866,1.076274,0.8216,6.025,4015.43
612,"22.07.2",2,"20:4n6",0,0.799,-4.485,1.100754,0.7919,6.025,134.24
613,"22.07.2",2,"20:5n3",0,2.267,-22.458,1.081097,0.797,6.025,380.83
614,"22.07.3",3,"12:0",0,17.053,-31.085,1.071657,0.7285,6.022,5742.45
615,"22.07.3",3,"14:0",0,2.864,-27.465,1.075618,0.7432,6.022,835.94
616,"22.07.3",3,"a15:0",0,49.456,-29.986,1.07286,0.7494,6.022,13532.67
617,"22.07.3",3,"15:0",0,6.679,-29.38,1.073523,0.7494,6.022,1827.58
618,"22.07.3",3,"16:1n9/i16:0",0,6.974,-26.717,1.076437,0.7606,6.022,1796.07
619,"22.07.3",3,"16:0",0,70.264,-24.195,1.079196,0.755,6.022,18094.02
620,"22.07.3",3,"i17:0",0,10.799,-31.398,1.071315,0.76,6.022,2626.39
621,"22.07.3",3,"17:0cy",0,17.124,-31.473,1.071233,0.7654,6.022,4164.81
622,"22.07.3",3,"17:0",0,13.237,-33.651,1.06885,0.76,6.022,3219.33
623,"22.07.3",3,"trans-18:1n9",0,30.086,-26.858,1.076282,0.7697,6.022,6932.23
624,"22.07.3",3,"18:0",0,15.95,-23.53,1.079923,0.7645,6.022,3675.1
625,"22.07.3",3,"19:0cy",0,89.599,-33.974,1.068496,0.7736,6.022,19612.88
626,"22.07.3",3,"19:0",0,19.687,-33.749,1.068743,0.8216,6.022,4309.45
627,"22.07.3",3,"20:4n6",0,1.208,-38.93,1.063073,0.7919,6.022,251.84
628,"22.07.3",3,"20:5n3",0,0.561,-34.586,1.067826,0.797,6.022,116.95
629,"24.02.1",3,"12:0",0,16.355,-31.198,1.071533,0.7285,6.06,5677.83
630,"24.02.1",3,"14:0",0,2.686,43.288,1.152969,0.7432,6.06,808.24
631,"24.02.1",3,"a15:0",0,48.495,14.87,1.121916,0.7494,6.06,13680.35
632,"24.02.1",3,"15:0",0,6.009,7.882,1.114276,0.7494,6.06,1695.13
633,"24.02.1",3,"16:1n9/i16:0",0,5.932,117.928,1.234437,0.7606,6.06,1574.99
634,"24.02.1",3,"16:0",0,57.097,148.407,1.267666,0.755,6.06,15158.31
635,"24.02.1",3,"i17:0",0,2.23,-26.945,1.076187,0.76,6.06,559.13
636,"24.02.1",3,"17:0cy",0,16.461,3.805,1.109819,0.7654,6.06,4127.45
637,"24.02.1",3,"17:0",0,12.859,-11.918,1.092625,0.76,6.06,3224.17
638,"24.02.1",3,"trans-18:1n9",0,17.524,95.585,1.210064,0.7697,6.06,4162.72
639,"24.02.1",3,"18:0",0,13.191,178.054,1.299966,0.7645,6.06,3133.45
640,"24.02.1",3,"19:0cy",0,74.837,-14.477,1.089827,0.7736,6.06,16888.47
641,"24.02.1",3,"19:0",0,19.073,-27.553,1.075522,0.8216,6.06,4304.24
642,"24.02.1",3,"20:4n6",0,0.673,-8.769,1.096069,0.7919,6.06,144.65
643,"24.02.1",3,"20:5n3",0,0.4,-20.691,1.083029,0.797,6.06,85.97
644,"24.02.2",3,"12:0",0,15.138,-30.259,1.072562,0.7285,6.02,5768.77
645,"24.02.2",3,"14:0",0,2.564,3.2,1.109158,0.7432,6.02,846.91
646,"24.02.2",3,"a15:0",0,0.933,-27.526,1.075552,0.7494,6.02,288.91
647,"24.02.2",3,"15:0",0,5.125,-5.837,1.099276,0.7494,6.02,1587
648,"24.02.2",3,"16:1n9/i16:0",0,5.627,33.704,1.142498,0.7606,6.02,1639.97
649,"24.02.2",3,"16:0",0,61.324,65.97,1.17774,0.755,6.02,17871.1
650,"24.02.2",3,"i17:0",0,4.6,-34.182,1.068269,0.76,6.02,1266.06
651,"24.02.2",3,"17:0cy",0,15.898,-15.861,1.088312,0.7654,6.02,4375.73
652,"24.02.2",3,"17:0",0,12.05,-24.298,1.079084,0.76,6.02,3316.51
653,"24.02.2",3,"trans-18:1n9",0,20.011,35.708,1.144688,0.7697,6.02,5217.9
654,"24.02.2",3,"18:0",0,14.166,84.86,1.19836,0.7645,6.02,3693.82
655,"24.02.2",3,"19:0cy",0,68.678,-24.253,1.079133,0.7736,6.02,17012.75
656,"24.02.2",3,"19:0",0,17.33,-30.015,1.072828,0.8216,6.02,4292.99
657,"24.02.2",3,"20:4n6",0,1.181,-12.38,1.09212,0.7919,6.02,278.64
658,"24.02.2",3,"20:5n3",0,1.144,-26.588,1.076577,0.797,6.02,269.89
659,"24.02.3",3,"12:0",0,16.424,-30.81,1.071959,0.7285,6.066,5923.84
660,"24.02.3",3,"14:0",0,2.528,-13.643,1.090739,0.7432,6.066,790.33
661,"24.02.3",3,"a15:0",0,39.939,-23.023,1.080478,0.7494,6.066,11705.49
662,"24.02.3",3,"15:0",0,3.553,-17.605,1.086405,0.7494,6.066,1041.33
663,"24.02.3",3,"16:1n9/i16:0",0,5.353,6.948,1.113255,0.7606,6.066,1476.61
664,"24.02.3",3,"16:0",0,53.206,14.356,1.121353,0.755,6.066,14675.41
665,"24.02.3",3,"i17:0",0,10.309,-31.45,1.071258,0.76,6.066,2685.47
666,"24.02.3",3,"17:0cy",0,13.505,-26.508,1.076665,0.7654,6.066,3518.13
667,"24.02.3",3,"17:0",0,10.48,-29.26,1.073654,0.76,6.066,2730.01
668,"24.02.3",3,"trans-18:1n9",0,21.603,0.32,1.106009,0.7697,6.066,5331.51
669,"24.02.3",3,"18:0",0,12.964,17.321,1.124595,0.7645,6.066,3199.46
670,"24.02.3",3,"19:0cy",0,68.309,-29.972,1.072875,0.7736,6.066,16015.63
671,"24.02.3",3,"19:0",0,17.552,-33.255,1.069283,0.8216,6.066,4115.25
672,"24.02.3",3,"20:4n6",0,1.274,-40.574,1.061274,0.7919,6.066,284.49
673,"28.01.2",2,"12:0",0,14.165,-30.79,1.07198,0.7285,6.009,6134.94
674,"28.01.2",2,"14:0",0,1.007,16.909,1.124144,0.7432,6.009,378.04
675,"28.01.2",2,"a15:0",0,13.962,-1.432,1.104093,0.7494,6.009,4913.71
676,"28.01.2",2,"15:0",0,1.597,-5.659,1.099471,0.7494,6.009,562.03
677,"28.01.2",2,"16:1n9/i16:0",0,2.141,149.287,1.268625,0.7606,6.009,709.18
678,"28.01.2",2,"16:0",0,19.242,43.36,1.153047,0.755,6.009,6373.09
679,"28.01.2",2,"17:0",0,5.175,-21.555,1.082084,0.76,6.009,1618.76
680,"28.01.2",2,"trans-18:1n9",0,4.523,79.317,1.192311,0.7697,6.009,1340.4
681,"28.01.2",2,"18:0",0,4.899,31.951,1.140582,0.7645,6.009,1451.82
682,"28.01.2",2,"19:0cy",0,23.773,-31.772,1.070905,0.7736,6.009,6692.99
683,"28.01.2",2,"19:0",0,14.349,-32.647,1.069949,0.8216,6.009,4039.81
684,"28.01.2",2,"20:4n6",0,0.304,-28.444,1.074547,0.7919,6.009,81.51
685,"28.01.3",2,"12:0",0,23.778,-30.193,1.072633,0.7285,6.015,6341.59
686,"28.01.3",2,"14:0",0,3.155,-17.153,1.0869,0.7432,6.015,729.35
687,"28.01.3",2,"a15:0",0,50.296,-19.895,1.083899,0.7494,6.015,10899.96
688,"28.01.3",2,"15:0",0,5.58,-22.491,1.08106,0.7494,6.015,1209.27
689,"28.01.3",2,"16:1n9/i16:0",0,6.477,40.893,1.150352,0.7606,6.015,1321.12
690,"28.01.3",2,"16:0",0,56.155,-18.55,1.085372,0.755,6.015,11452.94
691,"28.01.3",2,"i17:0",0,9.467,-27.527,1.07555,0.76,6.015,1823.54
692,"28.01.3",2,"17:0cy",0,14.866,-25.452,1.07782,0.7654,6.015,2863.59
693,"28.01.3",2,"17:0",0,11.925,-31.623,1.071069,0.76,6.015,2296.99
694,"28.01.3",2,"trans-18:1n9",0,15.512,-11.014,1.093615,0.7697,6.015,2830.76
695,"28.01.3",2,"18:0",0,13.504,-19.551,1.084276,0.7645,6.015,2464.33
696,"28.01.3",2,"19:0cy",0,55.977,-34.193,1.068257,0.7736,6.015,9704.53
697,"28.01.3",2,"19:0",0,22.379,-32.04,1.070613,0.8216,6.015,3879.81
698,"28.01.3",2,"20:4n6",0,1.275,-26.889,1.076249,0.7919,6.015,210.53
699,"28.01.3",2,"20:5n3",0,1.214,-33.379,1.069148,0.797,6.015,200.44
700,"03.07.2",3,"12:0",0,17.461,-30.823,1.071944,0.7285,6.051,5911.56
701,"03.07.2",3,"14:0",0,1.563,0.081,1.105747,0.7432,6.051,458.67
702,"03.07.2",3,"a15:0",0,37.314,-17.423,1.086604,0.7494,6.051,10265.34
703,"03.07.2",3,"15:0",0,3.773,-7.887,1.097033,0.7494,6.051,1037.97
704,"03.07.2",3,"16:1n9/i16:0",0,3.256,41.474,1.150987,0.7606,6.051,843.07
705,"03.07.2",3,"16:0",0,42.64,79.322,1.192316,0.755,6.051,11039.67
706,"03.07.2",3,"i17:0",0,4.631,-33.41,1.069113,0.76,6.051,1132.37
707,"03.07.2",3,"17:0cy",0,11.566,-14.838,1.089432,0.7654,6.051,2828.2
708,"03.07.2",3,"17:0",0,9.16,-21.894,1.081713,0.76,6.051,2239.79
709,"03.07.2",3,"trans-18:1n9",0,13.068,81.546,1.194744,0.7697,6.051,3027.29
710,"03.07.2",3,"18:0",0,7.418,134.027,1.251992,0.7645,6.051,1718.43
711,"03.07.2",3,"19:0cy",0,55.263,-25.319,1.077966,0.7736,6.051,12162.12
712,"03.07.2",3,"19:0",0,18.83,-30.225,1.072599,0.8216,6.051,4144.09
713,"03.07.2",3,"20:4n6",0,0.55,8.067,1.114478,0.7919,6.051,115.28
714,"03.07.2",3,"20:5n3",0,1.293,-22.79,1.080733,0.797,6.051,271
715,"03.07.3",2,"12:0",0,14.647,-30.425,1.072379,0.7285,6,11422.17
716,"03.07.3",2,"14:0",0,2.183,6.14,1.112371,0.7432,6,1475.57
717,"03.07.3",2,"a15:0",0,36.978,-15.45,1.088762,0.7494,6,23432.14
718,"03.07.3",2,"15:0",0,3.589,-4.167,1.101102,0.7494,6,2274.27
719,"03.07.3",2,"16:1n9/i16:0",0,4.49,31.047,1.139595,0.7606,6,2677.88
720,"03.07.3",2,"16:0",0,45.948,88.825,1.202688,0.755,6,27401.39
721,"03.07.3",2,"i17:0",0,5.903,-33.666,1.068833,0.76,6,3324.69
722,"03.07.3",2,"17:0cy",0,11.487,-18.896,1.084993,0.7654,6,6469.94
723,"03.07.3",2,"17:0",0,8.411,-22.575,1.080968,0.76,6,4737.26
724,"03.07.3",2,"trans-18:1n9",0,15.126,65.979,1.17775,0.7697,6,8071.16
725,"03.07.3",2,"18:0",0,9.212,92.353,1.206537,0.7645,6,4915.5
726,"03.07.3",2,"19:0cy",0,0.316,-89.631,1.007556,0.7736,6,160.19
727,"03.07.3",2,"19:0",0,0.348,-88.9,1.008357,0.8216,6,176.42
728,"03.07.3",2,"20:4n6",0,0.559,-55.185,1.045281,0.7919,6,269.88
729,"34.06.1",3,"12:0",0,18.828,-30.774,1.071998,0.7285,6,1426.39
730,"34.06.1",3,"14:0",0,5.522,-0.903,1.104671,0.7432,6,362.61
731,"34.06.1",3,"a15:0",0,73.043,-6.397,1.098664,0.7494,6,4496.56
732,"34.06.1",3,"15:0",0,7.765,-15.387,1.088831,0.7494,6,478.02
733,"34.06.1",3,"16:1n9/i16:0",0,11.895,81.683,1.194893,0.7606,6,689.2
734,"34.06.1",3,"16:0",0,94.143,0.488,1.106192,0.755,6,5454.15
735,"34.06.1",3,"i17:0",0,14.554,-27.702,1.075359,0.76,6,796.33
736,"34.06.1",3,"17:0cy",0,24.718,-19.205,1.084655,0.7654,6,1352.51
737,"34.06.1",3,"17:0",0,17.266,-28.567,1.074413,0.76,6,944.72
738,"34.06.1",3,"trans-18:1n9",0,29.493,0.388,1.106083,0.7697,6,1528.85
739,"34.06.1",3,"18:0",0,32.64,-6.398,1.098662,0.7645,6,1691.98
740,"34.06.1",3,"19:0",0,152.39,-32.437,1.070178,0.8216,6,7504.73
741,"34.06.1",3,"20:4n6",0,2.941,-23.466,1.079994,0.7919,6,137.94
742,"34.06.1",3,"20:5n3",0,0.51,-24.537,1.078822,0.797,6,23.92
743,"34.06.3",2,"12:0",0,13.612,-30.785,1.071986,0.7285,6.013,5905.91
744,"34.06.3",2,"14:0",0,2.508,2.88,1.108808,0.7432,6.013,943.19
745,"34.06.3",2,"a15:0",0,34.483,-6.188,1.098892,0.7494,6.013,12157.34
746,"34.06.3",2,"15:0",0,3.415,-15.734,1.088452,0.7494,6.013,1204
747,"34.06.3",2,"16:1n9/i16:0",0,5.798,140.077,1.258586,0.7606,6.013,1923.93
748,"34.06.3",2,"16:0",0,48.352,5.948,1.112162,0.755,6.013,16042.99
749,"34.06.3",2,"i17:0",0,7.916,-29.551,1.073336,0.76,6.013,2480.56
750,"34.06.3",2,"17:0cy",0,12.25,-16.862,1.087218,0.7654,6.013,3838.8
751,"34.06.3",2,"17:0",0,9.748,-24.679,1.078666,0.76,6.013,3054.63
752,"34.06.3",2,"trans-18:1n9",0,14.841,-12.219,1.092296,0.7697,6.013,4405.96
753,"34.06.3",2,"18:0",0,13.555,5.027,1.111155,0.7645,6.013,4024.18
754,"34.06.3",2,"19:0cy",0,69.264,-32.294,1.070334,0.7736,6.013,19535.07
755,"34.06.3",2,"19:0",0,14.9,-34.919,1.067462,0.8216,6.013,4202.4
756,"34.06.3",2,"20:4n6",0,0.977,-29.571,1.073314,0.7919,6.013,262.43
757,"37.04.1",2,"12:0",0,13.735,-43.242,1.058353,0.7285,6.008,6275.28
758,"37.04.1",2,"14:0",0,2.721,-8.449,1.096419,0.7432,6.008,1077.56
759,"37.04.1",2,"a15:0",0,31.653,-15.47,1.08874,0.7494,6.008,11751.36
760,"37.04.1",2,"15:0",0,4.043,-21.921,1.081684,0.7494,6.008,1500.99
761,"37.04.1",2,"16:1n9/i16:0",0,3.878,79.633,1.192655,0.7606,6.008,1355.06
762,"37.04.1",2,"16:0",0,32.483,6.638,1.112916,0.755,6.008,11349.23
763,"37.04.1",2,"i17:0",0,5.203,-30.769,1.072003,0.76,6.008,1716.86
764,"37.04.1",2,"17:0cy",0,9.849,-17.909,1.086072,0.7654,6.008,3250.05
765,"37.04.1",2,"17:0",0,8.124,-27.002,1.076125,0.76,6.008,2680.72
766,"37.04.1",2,"trans-18:1n9",0,9.301,64.424,1.176052,0.7697,6.008,2907.67
767,"37.04.1",2,"18:0",0,8.852,10.132,1.116736,0.7645,6.008,2767.31
768,"37.04.1",2,"19:0cy",0,31.431,-33.514,1.069,0.7736,6.008,9334.8
769,"37.04.1",2,"19:0",0,13.261,-32.686,1.069905,0.8216,6.008,3938.46
770,"37.04.1",2,"20:4n6",0,1.003,-29.525,1.073364,0.7919,6.008,283.7
771,"37.04.1",2,"20:5n3",0,1.322,-32.926,1.069643,0.797,6.008,373.92
772,"37.04.2",2,"12:0",0,22.236,-43.481,1.058092,0.7285,6.007,6090.82
773,"37.04.2",2,"14:0",0,3.628,-18.251,1.085698,0.7432,6.007,861.39
774,"37.04.2",2,"a15:0",0,62.491,-20.469,1.083272,0.7494,6.007,13909.28
775,"37.04.2",2,"15:0",0,6.488,-24.619,1.078731,0.7494,6.007,1444.1
776,"37.04.2",2,"16:1n9/i16:0",0,6.467,13.777,1.12072,0.7606,6.007,1354.77
777,"37.04.2",2,"16:0",0,68.148,-17.791,1.086202,0.755,6.007,14275.05
778,"37.04.2",2,"i17:0",0,12.006,-27.534,1.075543,0.76,6.007,2375.19
779,"37.04.2",2,"17:0cy",0,19.314,-18.729,1.085176,0.7654,6.007,3821.06
780,"37.04.2",2,"17:0",0,16.106,-30.32,1.072495,0.76,6.007,3186.29
781,"37.04.2",2,"trans-18:1n9",0,18.54,-16.781,1.087306,0.7697,6.007,3474.89
782,"37.04.2",2,"18:0",0,13.891,-13.387,1.091018,0.7645,6.007,2603.55
783,"37.04.2",2,"19:0cy",0,67.101,-33.654,1.068846,0.7736,6.007,11947.84
784,"37.04.2",2,"19:0",0,22.886,-32.322,1.070304,0.8216,6.007,4075.07
785,"37.04.2",2,"20:4n6",0,1.342,-33.379,1.069148,0.7919,6.007,227.58
786,"37.04.2",2,"20:5n3",0,1.384,-34.489,1.067932,0.797,6.007,234.69
787,"37.04.3",3,"12:0",0,17.125,-30.68,1.072101,0.7285,5.99,6075.49
788,"37.04.3",3,"14:0",0,2.673,-11.962,1.092577,0.7432,5.99,821.97
789,"37.04.3",3,"a15:0",0,32.85,-14.116,1.090221,0.7494,5.99,9470.11
790,"37.04.3",3,"15:0",0,3.645,-18.464,1.085465,0.7494,5.99,1050.8
791,"37.04.3",3,"16:1n9/i16:0",0,5.246,38.604,1.147852,0.7606,5.99,1423.39
792,"37.04.3",3,"16:0",0,49.102,-12.058,1.092472,0.755,5.99,13321.59
793,"37.04.3",3,"i17:0",0,8.638,-30.583,1.072206,0.76,5.99,2213.32
794,"37.04.3",3,"17:0cy",0,11.78,-24.243,1.079143,0.7654,5.99,3018.49
795,"37.04.3",3,"17:0",0,10.18,-30.773,1.071999,0.76,5.99,2608.42
796,"37.04.3",3,"trans-18:1n9",0,16.024,-16.886,1.087191,0.7697,5.99,3889.87
797,"37.04.3",3,"18:0",0,11.758,0.135,1.105806,0.7645,5.99,2854.29
798,"37.04.3",3,"19:0cy",0,56.947,-31.68,1.071006,0.7736,5.99,13133
799,"37.04.3",3,"19:0",0,17.827,-33.986,1.068483,0.8216,5.99,4111.26
800,"37.04.3",3,"20:4n6",0,0.993,-38.27,1.063795,0.7919,5.99,218.11
801,"43.02.1",3,"12:0",0,16.381,-30.553,1.07224,0.7285,6.003,6002.11
802,"43.02.1",3,"14:0",0,0.333,-20.821,1.082887,0.7432,6.003,105.76
803,"43.02.1",3,"a15:0",0,20.698,-14.183,1.090148,0.7494,6.003,6162.55
804,"43.02.1",3,"15:0",0,2.167,-18.1,1.085863,0.7494,6.003,645.19
805,"43.02.1",3,"16:1n9/i16:0",0,3.358,54.281,1.164975,0.7606,6.003,941
806,"43.02.1",3,"16:0",0,26.277,-2.534,1.102887,0.755,6.003,7362.84
807,"43.02.1",3,"i17:0",0,0.531,-34.187,1.068263,0.76,6.003,140.52
808,"43.02.1",3,"17:0cy",0,7.672,-19.975,1.083812,0.7654,6.003,2030.33
809,"43.02.1",3,"17:0",0,6.477,-28.287,1.074718,0.76,6.003,1714.03
810,"43.02.1",3,"18:2n9,12 and cis-18:1n9 and 183n3",0,7.375,-13.706,1.09067,0.775,6.003,1848.93
811,"43.02.1",3,"18:0",0,6.827,-4.566,1.100665,0.7645,6.003,1711.62
812,"43.02.1",3,"19:0cy",0,24.97,-31.671,1.071016,0.7736,6.003,5947.37
813,"43.02.1",3,"19:0",0,17.405,-30.734,1.072042,0.8216,6.003,4145.57
814,"43.02.1",3,"20:4n6",0,0.433,-31.019,1.07173,0.7919,6.003,98.22
815,"43.02.2",2,"12:0",0,15.765,-31.029,1.071719,0.7285,6.017,6209.8
816,"43.02.2",2,"14:0",0,3.028,-15.426,1.088789,0.7432,6.017,1033.82
817,"43.02.2",2,"a15:0",0,31.184,-14.737,1.089542,0.7494,6.017,9981.23
818,"43.02.2",2,"15:0",0,2.77,-20.192,1.083575,0.7494,6.017,886.6
819,"43.02.2",2,"16:1n9/i16:0",0,4.47,34.857,1.143758,0.7606,6.017,1346.61
820,"43.02.2",2,"16:0",0,46.248,3.983,1.110013,0.755,6.017,13931.01
821,"43.02.2",2,"i17:0",0,5.75,-29.59,1.073293,0.76,6.017,1635.8
822,"43.02.2",2,"17:0cy",0,10.69,-12.436,1.092059,0.7654,6.017,3041.26
823,"43.02.2",2,"17:0",0,8.193,-30.309,1.072507,0.76,6.017,2330.81
824,"43.02.2",2,"trans-18:1n9",0,11.91,21.36,1.129009,0.7697,6.017,3210.01
825,"43.02.2",2,"18:0",0,9.569,-4.497,1.100741,0.7645,6.017,2579.07
826,"43.02.2",2,"19:0cy",0,35.01,-33.216,1.069325,0.7736,6.017,8964.33
827,"43.02.2",2,"19:0",0,15.52,-34.08,1.06838,0.8216,6.017,3973.94
828,"43.02.2",2,"20:4n6",0,0.748,-9.638,1.095119,0.7919,6.017,182.4
829,"43.02.3",2,"12:0",0,23.491,-30.017,1.072826,0.7285,6,6233.35
830,"43.02.3",2,"14:0",0,2.588,-26.627,1.076535,0.7432,6,595.24
831,"43.02.3",2,"a15:0",0,37.683,-28.149,1.07487,0.7494,6,8125.19
832,"43.02.3",2,"15:0",0,5.01,-28.309,1.074695,0.7494,6,1080.25
833,"43.02.3",2,"16:1n9/i16:0",0,5.567,-22.387,1.081173,0.7606,6,1129.76
834,"43.02.3",2,"16:0",0,53.905,-28.335,1.074667,0.755,6,10938.42
835,"43.02.3",2,"i17:0",0,3.305,-30.222,1.072602,0.76,6,633.38
836,"43.02.3",2,"17:0cy",0,12.814,-28.911,1.074036,0.7654,6,2455.82
837,"43.02.3",2,"17:0",0,10.403,-31.708,1.070976,0.76,6,1993.7
838,"43.02.3",2,"trans-18:1n9",0,17.354,-28.274,1.074734,0.7697,6,3150.87
839,"43.02.3",2,"18:0",0,12.288,-31.324,1.071396,0.7645,6,2231.07
840,"43.02.3",2,"19:0cy",0,64.964,-32.807,1.069773,0.7736,6,11205.59
841,"43.02.3",2,"19:0",0,23.077,-32.806,1.069774,0.8216,6,3980.57
842,"43.02.3",2,"20:4n6",0,0.812,-40.135,1.061754,0.7919,6,133.4
843,"43.02.3",2,"20:5n3",0,0.368,-33.895,1.068582,0.797,6,60.45
844,"46.03.2",3,"12:0",0,15.689,-30.206,1.072619,0.7285,6.006,6025.06
845,"46.03.2",3,"14:0",0,0.653,-15.731,1.088455,0.7432,6.006,217.37
846,"46.03.2",3,"a15:0",0,40.575,8.925,1.115417,0.7494,6.006,12661.73
847,"46.03.2",3,"15:0",0,4.64,22.225,1.129954,0.7494,6.006,1447.95
848,"46.03.2",3,"16:1n9/i16:0",0,4.341,183.316,1.305697,0.7606,6.006,1274.98
849,"46.03.2",3,"16:0",0,41.391,198.61,1.32235,0.755,6.006,12155.64
850,"46.03.2",3,"i17:0",0,6.39,-28.739,1.074224,0.76,6.006,1772.34
851,"46.03.2",3,"17:0cy",0,11.677,13.486,1.120402,0.7654,6.006,3238.85
852,"46.03.2",3,"17:0",0,9.093,-4.249,1.101013,0.76,6.006,2522.05
853,"46.03.2",3,"trans-18:1n9",0,13.16,167.731,1.288721,0.7697,6.006,3458.07
854,"46.03.2",3,"18:0",0,10.587,264.65,1.394192,0.7645,6.006,2781.97
855,"46.03.2",3,"19:0cy",0,51.421,-3.333,1.102014,0.7736,6.006,12836.56
856,"46.03.2",3,"19:0",0,16.527,-26.643,1.076518,0.8216,6.006,4125.78
857,"46.03.2",3,"20:4n6",0,1.474,30.038,1.138492,0.7919,6.006,350.45
858,"46.03.2",3,"20:5n3",0,1.592,-6.643,1.098394,0.797,6.006,378.48
859,"46.03.3",3,"12:0",0,16.264,-31.205,1.071526,0.7285,6.003,5784.41
860,"46.03.3",3,"14:0",0,2.7,2.33,1.108206,0.7432,6.003,832.34
861,"46.03.3",3,"a15:0",0,40.212,-7.226,1.097757,0.7494,6.003,11621.33
862,"46.03.3",3,"15:0",0,5.307,-9.038,1.095775,0.7494,6.003,1533.73
863,"46.03.3",3,"16:1n9/i16:0",0,6.608,53.026,1.163605,0.7606,6.003,1797.41
864,"46.03.3",3,"16:0",0,52.741,60.202,1.171441,0.755,6.003,14344.52
865,"46.03.3",3,"i17:0",0,1.895,-28.851,1.074102,0.76,6.003,486.77
866,"46.03.3",3,"17:0cy",0,14.911,-13.822,1.090542,0.7654,6.003,3830.29
867,"46.03.3",3,"17:0",0,12.609,-19.895,1.083899,0.76,6.003,3238.86
868,"46.03.3",3,"18:2n9,12 and cis-18:1n9 and 183n3",0,17.373,27.88,1.136134,0.775,6.003,4227.68
869,"46.03.3",3,"trans-18:1n9",0,15.129,67.854,1.179797,0.7697,6.003,3681.75
870,"46.03.3",3,"18:0",0,2.48,3.92,1.109944,0.7645,6.003,603.52
871,"46.03.3",3,"19:0cy",0,62.487,-21.165,1.082511,0.7736,6.003,14446.53
872,"46.03.3",3,"19:0",0,18.624,-30.44,1.072363,0.8216,6.003,4305.76
873,"46.03.3",3,"20:4n6",0,0.837,-16.363,1.087763,0.7919,6.003,184.3
874,"46.03.3",3,"20:5n3",0,1.165,-28.543,1.074439,0.797,6.003,256.51
875,"48.01.1",2,"12:0",0,13.373,-30.751,1.072023,0.7285,6.072,6172.49
876,"48.01.1",2,"14:0",0,2.164,-11.303,1.093298,0.7432,6.072,865.75
877,"48.01.1",2,"a15:0",0,23.026,-12.915,1.091535,0.7494,6.072,8636.11
878,"48.01.1",2,"15:0",0,2.543,-19.936,1.083855,0.7494,6.072,953.78
879,"48.01.1",2,"16:1n9/i16:0",0,4.229,34.065,1.142892,0.7606,6.072,1492.84
880,"48.01.1",2,"16:0",0,38.317,-9.768,1.094977,0.755,6.072,13524.73
881,"48.01.1",2,"i17:0",0,4.833,-28.5,1.074486,0.76,6.072,1611.13
882,"48.01.1",2,"17:0cy",0,8.13,-18.835,1.08506,0.7654,6.072,2710.28
883,"48.01.1",2,"17:0",0,6.753,-27.595,1.075476,0.76,6.072,2251.16
884,"48.01.1",2,"trans-18:1n9",0,12.276,-20.016,1.083768,0.7697,6.072,3877.04
885,"48.01.1",2,"18:0",0,9.293,-0.511,1.1051,0.7645,6.072,2934.94
886,"48.01.1",2,"19:0cy",0,39.024,-29.295,1.073616,0.7736,6.072,11708.6
887,"48.01.1",2,"19:0",0,13.078,-33.528,1.068984,0.8216,6.072,3923.9
888,"48.01.1",2,"20:4n6",0,0.629,-37.427,1.064718,0.7919,6.072,179.75
889,"48.01.1",2,"20:5n3",0,2.688,-34.837,1.067552,0.797,6.072,768.08
890,"48.01.3",2,"12:0",0,22.727,-29.68,1.073195,0.7285,6.032,6397.86
891,"48.01.3",2,"14:0",0,4.647,-19.945,1.083845,0.7432,6.032,1133.89
